epoch,train_loss,val_loss,val_accuracy,learning_rate
1,0.663713369178772,1.014468724940233,0.0,0.01
2,0.660903443813324,0.9685508627800425,0.0,0.01
3,0.6593545648097991,1.193626135777516,0.0,0.01
